,Location,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price,Car_Companies,Car_model
375,Chennai,Petrol,Manual,16.1,796.0,37.0,4.0,1.0,Maruti,800
385,Mumbai,Petrol,Manual,17.8,1497.0,117.3,5.0,8.75,Honda,city
386,Hyderabad,Petrol,Manual,17.0,1086.0,84.68131027764248,5.0,1.95,Hyundai,santro
387,Chennai,Petrol,Manual,17.0,1497.0,118.0,5.0,3.75,Honda,city
388,Pune,Petrol,Manual,16.2,1599.0,103.2,5.0,2.5,Hyundai,verna
390,Delhi,Petrol,Manual,18.0,1198.0,86.7,5.0,4.65,Honda,amaze
393,Chennai,Petrol,Manual,21.1,814.0,55.2,5.0,3.25,Hyundai,eon
394,Kolkata,Petrol,Manual,20.51,998.0,67.04,5.0,3.1,Maruti,wagon
402,Jaipur,Petrol,Manual,19.7,796.0,46.3,5.0,0.92,Maruti,alto
403,Pune,Petrol,Manual,14.0,1061.0,64.0,5.0,2.75,Maruti,wagon
405,Pune,Petrol,Manual,17.01,1591.0,121.3,5.0,4.95,Hyundai,verna
414,Pune,Petrol,Manual,15.4,1497.0,117.3,7.0,8.5,Honda,br-v
416,Pune,Petrol,Manual,13.2,1495.0,94.0,5.0,0.8,Hyundai,accent
417,Jaipur,Petrol,Manual,17.19,1197.0,81.86,5.0,6.9,Hyundai,i20
419,Kolkata,Petrol,Manual,21.1,814.0,55.2,5.0,2.25,Hyundai,eon
420,Kochi,Petrol,Manual,18.9,1197.0,81.86,5.0,5.5,Hyundai,grand
421,Mumbai,Petrol,Manual,13.0,1493.0,100.0,5.0,4.35,Honda,city
422,Kolkata,Petrol,Manual,16.47,1198.0,73.9,5.0,2.25,Volkswagen,polo
425,Coimbatore,Petrol,Manual,15.29,1591.0,121.3,5.0,12.03,Hyundai,creta
428,Pune,Petrol,Manual,17.0,1086.0,84.68131027764248,5.0,1.2,Hyundai,santro
430,Delhi,Petrol,Manual,19.4,1198.0,86.8,5.0,3.2,Honda,brio
433,Kochi,Petrol,Manual,21.1,814.0,55.2,5.0,4.06,Hyundai,eon
436,Kochi,Petrol,Manual,22.74,796.0,47.3,5.0,3.74,Maruti,alto
438,Ahmedabad,Petrol,Manual,18.9,998.0,67.1,5.0,1.45,Maruti,wagon
439,Kolkata,Petrol,Manual,17.7,1497.0,78.0,5.0,2.0,Honda,city
441,Kolkata,Petrol,Manual,13.7,1399.0,98.79,8.0,3.75,Chevrolet,enjoy
443,Coimbatore,Petrol,Manual,0.0,1086.0,84.68131027764248,5.0,3.35,Hyundai,santro
444,Hyderabad,Petrol,Manual,21.1,814.0,55.2,5.0,2.6,Hyundai,eon
446,Mumbai,Petrol,Manual,16.09,1598.0,103.5,5.0,7.1,Volkswagen,vento
450,Coimbatore,Petrol,Manual,18.6,1197.0,81.83,5.0,7.98,Hyundai,i20
452,Chennai,Petrol,Manual,18.5,1197.0,85.8,5.0,2.25,Maruti,ritz
453,Chennai,Petrol,Manual,13.17,1999.0,114.0,5.0,3.85,Mitsubishi,cedia
460,Pune,Petrol,Manual,18.6,1197.0,81.83,5.0,7.2,Hyundai,i20
464,Hyderabad,Petrol,Manual,16.47,1198.0,73.9,5.0,4.4,Volkswagen,polo
467,Kolkata,Petrol,Manual,17.0,1497.0,118.0,5.0,3.26,Honda,city
468,Bangalore,Petrol,Manual,17.92,1086.0,62.1,5.0,2.22,Hyundai,santro
472,Chennai,Petrol,Manual,15.3,1596.0,84.68131027764248,5.0,2.5,Ford,fiesta
476,Delhi,Petrol,Manual,18.9,1197.0,82.0,5.0,4.5,Hyundai,grand
477,Hyderabad,Petrol,Manual,18.16,1196.0,86.8,5.0,6.8,Ford,figo
478,Mumbai,Petrol,Manual,16.8,1395.0,138.02,5.0,8.75,Skoda,octavia
492,Jaipur,Petrol,Manual,19.81,1086.0,68.05,5.0,2.32,Hyundai,i10
494,Jaipur,Petrol,Manual,16.02,1373.0,93.7,7.0,5.5,Maruti,ertiga
496,Pune,Petrol,Manual,18.0,1198.0,86.7,5.0,4.0,Honda,amaze
497,Chennai,Petrol,Manual,17.3,993.0,60.0,5.0,1.6,Maruti,zen
498,Kochi,Petrol,Manual,15.5,1586.0,103.3,5.0,4.15,Maruti,sx4
500,Ahmedabad,Petrol,Manual,18.9,998.0,67.1,5.0,2.6,Maruti,wagon
502,Kochi,Petrol,Manual,18.6,1199.0,79.4,5.0,2.55,Chevrolet,beat
507,Mumbai,Petrol,Manual,17.3,1497.0,117.3,7.0,4.25,Honda,mobilio
508,Mumbai,Petrol,Manual,18.9,1197.0,82.0,5.0,4.8,Hyundai,grand
510,Pune,Petrol,Manual,14.83,1598.0,105.0,5.0,2.25,Skoda,fabia
511,Hyderabad,Petrol,Manual,17.92,1086.0,62.1,5.0,2.3,Hyundai,santro
512,Kochi,Petrol,Manual,15.29,1591.0,121.3,5.0,13.56,Hyundai,creta
517,Coimbatore,Petrol,Manual,17.6,1496.0,88.73,5.0,4.95,Toyota,etios
518,Ahmedabad,Petrol,Manual,22.5,998.0,67.04,5.0,3.3,Maruti,wagon
519,Chennai,Petrol,Manual,15.8,1591.0,121.3,5.0,8.0,Hyundai,creta
520,Jaipur,Petrol,Manual,23.1,998.0,67.04,5.0,2.79,Maruti,celerio
522,Pune,Petrol,Manual,18.6,1199.0,76.8,5.0,2.55,Chevrolet,beat
523,Ahmedabad,Petrol,Manual,25.4,624.0,37.5,4.0,1.0,Tata,nano
526,Kochi,Petrol,Manual,22.0,1197.0,81.8,5.0,6.37,Maruti,swift
527,Coimbatore,Petrol,Manual,14.6,1368.0,112.0,5.0,2.98,Fiat,linea
528,Kochi,Petrol,Manual,20.4,1197.0,81.8,5.0,5.75,Maruti,swift
530,Mumbai,Petrol,Manual,16.02,1373.0,93.7,7.0,6.8,Maruti,ertiga
532,Jaipur,Petrol,Manual,16.02,1373.0,93.7,7.0,5.6,Maruti,ertiga
541,Mumbai,Petrol,Manual,18.0,1198.0,86.7,5.0,5.75,Honda,amaze
550,Kochi,Petrol,Manual,17.7,1497.0,78.0,5.0,3.29,Honda,city
552,Pune,Petrol,Manual,17.5,1298.0,85.8,5.0,2.2,Maruti,swift
554,Ahmedabad,Petrol,Manual,13.5,1799.0,130.0,5.0,4.9,Honda,civic
569,Pune,Petrol,Manual,12.5,1794.0,132.0,5.0,5.0,Toyota,corolla
570,Kolkata,Petrol,Manual,17.0,1497.0,118.0,5.0,3.35,Honda,city
571,Chennai,Petrol,Manual,18.6,1197.0,85.8,5.0,4.45,Maruti,swift
575,Chennai,Petrol,Manual,17.0,1086.0,84.68131027764248,5.0,1.4,Hyundai,santro
577,Chennai,Petrol,Manual,13.8,1299.0,70.0,5.0,1.5,Ford,ikon
581,Kolkata,Petrol,Manual,18.2,1199.0,82.5,5.0,3.5,Chevrolet,sail
582,Kochi,Petrol,Manual,18.6,1197.0,81.83,5.0,6.15,Hyundai,i20
588,Bangalore,Petrol,Manual,18.5,1197.0,80.0,5.0,5.75,Hyundai,i20
602,Pune,Petrol,Manual,19.7,796.0,35.0,8.0,1.45,Maruti,omni
612,Coimbatore,Petrol,Manual,14.7,1150.0,76.0,5.0,2.44,Chevrolet,aveo
614,Mumbai,Petrol,Manual,19.1,1197.0,82.0,5.0,4.35,Hyundai,xcent
616,Hyderabad,Petrol,Manual,21.1,814.0,55.2,5.0,2.9,Hyundai,eon
620,Coimbatore,Petrol,Manual,21.1,814.0,55.2,5.0,3.95,Hyundai,eon
621,Mumbai,Petrol,Manual,17.0,1497.0,118.0,5.0,2.1,Honda,city
622,Kochi,Petrol,Manual,12.8,2354.0,177.6,5.0,4.29,Honda,accord
625,Pune,Petrol,Manual,16.8,1497.0,116.3,5.0,4.5,Honda,city
630,Chennai,Petrol,Manual,15.9,1298.0,85.0,5.0,1.45,Maruti,esteem
631,Chennai,Petrol,Manual,0.0,1086.0,84.68131027764248,5.0,0.65,Hyundai,santro
634,Delhi,Petrol,Manual,17.0,1197.0,80.0,5.0,3.5,Hyundai,i20
638,Jaipur,Petrol,Manual,19.1,1197.0,81.86,5.0,5.12,Hyundai,xcent
639,Mumbai,Petrol,Manual,20.89,1197.0,81.8,5.0,5.7,Maruti,ignis
641,Hyderabad,Petrol,Manual,13.8,1299.0,70.0,5.0,1.25,Ford,ikon
642,Kolkata,Petrol,Manual,20.36,1197.0,78.9,5.0,2.65,Hyundai,i10
646,Kolkata,Petrol,Manual,18.6,1199.0,79.4,5.0,1.5,Chevrolet,beat
647,Jaipur,Petrol,Manual,0.0,1086.0,84.68131027764248,5.0,0.8,Hyundai,santro
654,Bangalore,Petrol,Manual,24.07,998.0,67.1,5.0,2.75,Maruti,alto
658,Chennai,Petrol,Manual,13.4,1794.0,125.0,5.0,3.0,Toyota,corolla
667,Pune,Petrol,Manual,18.6,1197.0,81.83,5.0,6.3,Hyundai,i20
669,Pune,Petrol,Manual,17.4,1497.0,117.3,5.0,6.16,Honda,city
670,Pune,Petrol,Manual,20.73,1373.0,91.1,5.0,6.0,Maruti,ciaz
676,Mumbai,Petrol,Manual,19.4,1198.0,86.8,5.0,3.15,Honda,brio
677,Hyderabad,Petrol,Manual,16.0,1086.0,66.7,5.0,2.3,Hyundai,i10
680,Pune,Petrol,Manual,13.8,1299.0,70.0,5.0,1.55,Ford,ikon
681,Pune,Petrol,Manual,16.2,1199.0,74.0,5.0,6.0,Volkswagen,polo
682,Chennai,Petrol,Manual,18.7,1199.0,88.7,5.0,5.9,Honda,jazz
686,Chennai,Petrol,Manual,16.8,1497.0,116.3,5.0,7.1,Honda,city
687,Hyderabad,Petrol,Manual,13.14,1798.0,160.0,5.0,6.0,Skoda,superb
689,Bangalore,Petrol,Manual,17.0,1197.0,80.0,5.0,4.1,Hyundai,i20
691,Kochi,Petrol,Manual,21.1,814.0,55.2,5.0,4.38,Hyundai,eon
692,Mumbai,Petrol,Manual,20.36,1197.0,78.9,5.0,2.75,Hyundai,i10
699,Pune,Petrol,Manual,14.49,1399.0,92.7,5.0,1.2,Chevrolet,aveo
700,Coimbatore,Petrol,Manual,18.5,1197.0,85.8,5.0,4.31,Maruti,ritz
702,Coimbatore,Petrol,Manual,18.9,1197.0,82.0,5.0,5.64,Hyundai,grand
705,Kochi,Petrol,Manual,17.01,1591.0,121.3,5.0,7.88,Hyundai,verna
708,Pune,Petrol,Manual,17.5,1298.0,85.8,5.0,2.85,Maruti,swift
709,Delhi,Petrol,Manual,13.0,1343.0,90.0,5.0,3.5,Honda,city
713,Kochi,Petrol,Manual,19.1,1197.0,82.0,5.0,4.7,Hyundai,xcent
716,Kochi,Petrol,Manual,22.74,796.0,47.3,5.0,3.51,Maruti,alto
721,Kochi,Petrol,Manual,20.51,998.0,67.04,5.0,3.52,Maruti,wagon
724,Mumbai,Petrol,Manual,20.85,1197.0,83.14,5.0,5.25,Maruti,swift
727,Chennai,Petrol,Manual,18.5,1197.0,80.0,5.0,3.25,Hyundai,i20
729,Pune,Petrol,Manual,16.2,1599.0,103.2,5.0,3.1,Hyundai,verna
732,Delhi,Petrol,Manual,17.4,1497.0,117.3,5.0,5.7,Honda,city
733,Chennai,Petrol,Manual,16.1,1238.1782835467045,84.68131027764248,,1.75,Maruti,swift
737,Bangalore,Petrol,Manual,13.2,1495.0,94.0,5.0,2.0,Hyundai,accent
744,Kochi,Petrol,Manual,15.04,1598.0,103.6,5.0,3.8,Volkswagen,vento
748,Hyderabad,Petrol,Manual,17.0,1086.0,84.68131027764248,5.0,2.2,Hyundai,santro
756,Kochi,Petrol,Manual,18.2,1199.0,88.7,5.0,8.46,Honda,jazz
757,Kolkata,Petrol,Manual,16.78,1496.0,88.73,5.0,3.25,Toyota,etios
758,Hyderabad,Petrol,Manual,19.7,796.0,46.3,5.0,2.6,Maruti,alto
759,Coimbatore,Petrol,Manual,20.4,1197.0,81.8,5.0,5.2,Maruti,swift
760,Pune,Petrol,Manual,19.0,998.0,66.1,5.0,1.8,Maruti,a-star
761,Chennai,Petrol,Manual,25.4,624.0,37.48,4.0,1.6,Tata,nano
763,Jaipur,Petrol,Manual,16.0,1368.0,90.0,5.0,2.5,Fiat,linea
764,Coimbatore,Petrol,Manual,18.16,1196.0,86.8,5.0,6.7,Ford,figo
765,Hyderabad,Petrol,Manual,15.4,1590.0,94.0,5.0,1.2,Maruti,baleno
773,Kolkata,Petrol,Manual,18.5,1197.0,85.8,5.0,1.5,Maruti,ritz
779,Kolkata,Petrol,Manual,18.6,1199.0,79.4,5.0,1.46,Chevrolet,beat
784,Ahmedabad,Petrol,Manual,15.8,1591.0,121.3,5.0,10.9,Hyundai,creta
785,Bangalore,Petrol,Manual,18.9,998.0,67.1,5.0,2.45,Maruti,wagon
787,Mumbai,Petrol,Manual,18.88,1499.0,110.4,5.0,8.25,Ford,ecosport
790,Hyderabad,Petrol,Manual,16.8,796.0,34.2,8.0,2.35,Maruti,omni
791,Coimbatore,Petrol,Manual,22.5,998.0,67.04,5.0,4.32,Maruti,wagon
794,Mumbai,Petrol,Manual,18.6,1197.0,81.83,5.0,5.85,Hyundai,i20
795,Bangalore,Petrol,Manual,16.02,1373.0,93.7,7.0,6.25,Maruti,ertiga
803,Chennai,Petrol,Manual,18.7,1199.0,88.7,5.0,6.5,Honda,jazz
805,Hyderabad,Petrol,Manual,17.01,1591.0,121.3,5.0,5.6,Hyundai,verna
807,Kolkata,Petrol,Manual,18.6,1197.0,81.83,5.0,6.35,Hyundai,i20
808,Mumbai,Petrol,Manual,16.8,1497.0,116.3,5.0,4.95,Honda,city
810,Kolkata,Petrol,Manual,17.1,1591.0,121.3,5.0,4.5,Hyundai,verna
813,Pune,Petrol,Manual,24.07,998.0,67.1,5.0,2.3,Maruti,alto
815,Kochi,Petrol,Manual,20.36,1197.0,78.9,5.0,4.55,Hyundai,i10
817,Mumbai,Petrol,Manual,18.6,1197.0,81.83,5.0,5.25,Hyundai,i20
820,Pune,Petrol,Manual,14.49,1399.0,92.7,5.0,1.79,Chevrolet,aveo
823,Kolkata,Petrol,Manual,20.51,998.0,67.04,5.0,2.49,Maruti,wagon
824,Jaipur,Petrol,Manual,25.17,799.0,53.3,5.0,3.15,Renault,kwid
827,Hyderabad,Petrol,Manual,22.74,796.0,47.3,5.0,2.75,Maruti,alto
828,Kochi,Petrol,Manual,18.6,1197.0,81.83,5.0,7.14,Hyundai,i20
829,Mumbai,Petrol,Manual,18.3,1197.0,84.68131027764248,5.0,2.44,Toyota,etios
830,Jaipur,Petrol,Manual,17.0,1197.0,80.0,5.0,3.5,Hyundai,i20
832,Kolkata,Petrol,Manual,20.51,998.0,67.04,5.0,2.75,Maruti,wagon
836,Coimbatore,Petrol,Manual,18.6,1197.0,85.8,5.0,6.21,Maruti,swift
840,Coimbatore,Petrol,Manual,19.81,1086.0,68.05,5.0,4.09,Hyundai,i10
848,Mumbai,Petrol,Manual,16.47,1198.0,74.0,5.0,3.95,Volkswagen,polo
852,Kolkata,Petrol,Manual,17.92,1086.0,62.1,5.0,1.75,Hyundai,santro
859,Coimbatore,Petrol,Manual,18.6,1197.0,81.83,5.0,7.77,Hyundai,i20
861,Hyderabad,Petrol,Manual,18.6,1197.0,81.83,5.0,5.35,Hyundai,i20
865,Mumbai,Petrol,Manual,17.3,993.0,60.0,5.0,0.7,Maruti,zen
870,Coimbatore,Petrol,Manual,15.29,1591.0,121.3,5.0,9.43,Hyundai,creta
871,Bangalore,Petrol,Manual,20.36,1197.0,78.9,5.0,2.9,Hyundai,i10
872,Delhi,Petrol,Manual,19.4,1198.0,86.8,5.0,3.68,Honda,brio
878,Jaipur,Petrol,Manual,21.7,999.0,67.0,5.0,3.25,Renault,kwid
882,Jaipur,Petrol,Manual,20.36,1197.0,78.9,5.0,2.6,Hyundai,i10
883,Kochi,Petrol,Manual,19.81,1086.0,68.05,5.0,3.41,Hyundai,i10
884,Kolkata,Petrol,Manual,22.0,1197.0,81.8,5.0,2.7,Maruti,dzire
889,Ahmedabad,Petrol,Manual,18.9,998.0,67.1,5.0,3.2,Maruti,wagon
897,Bangalore,Petrol,Manual,22.7,799.0,53.64,5.0,2.66,Datsun,redi-go
898,Delhi,Petrol,Manual,16.8,1497.0,116.3,5.0,3.75,Honda,city
908,Bangalore,Petrol,Manual,19.1,1197.0,85.8,5.0,5.0,Maruti,swift
910,Jaipur,Petrol,Manual,21.1,814.0,55.2,5.0,3.75,Hyundai,eon
911,Kochi,Petrol,Manual,17.3,993.0,60.0,5.0,1.52,Maruti,zen
912,Coimbatore,Petrol,Manual,15.1,1196.0,73.0,7.0,3.61,Maruti,eeco
922,Bangalore,Petrol,Manual,23.1,998.0,67.04,5.0,4.15,Maruti,celerio
926,Hyderabad,Petrol,Manual,9.0,3436.0,84.68131027764248,2.0,40.0,Porsche,cayman
928,Pune,Petrol,Manual,17.5,1198.0,75.0,5.0,2.29,Skoda,fabia
930,Bangalore,Petrol,Manual,18.2,1061.0,64.0,5.0,1.65,Maruti,zen
931,Ahmedabad,Petrol,Manual,20.73,1373.0,91.1,5.0,8.25,Maruti,ciaz
933,Hyderabad,Petrol,Manual,17.8,1198.0,86.7,5.0,6.5,Honda,amaze
937,Kolkata,Petrol,Manual,16.47,1198.0,73.9,5.0,2.1,Volkswagen,polo
944,Jaipur,Petrol,Manual,15.0,1586.0,104.68,5.0,2.15,Maruti,sx4
947,Pune,Petrol,Manual,17.0,1198.0,73.75,5.0,5.48,Volkswagen,ameo
948,Hyderabad,Petrol,Manual,18.5,1197.0,85.8,5.0,4.2,Maruti,ritz
953,Pune,Petrol,Manual,21.4,1197.0,83.1,5.0,5.85,Maruti,baleno
955,Delhi,Petrol,Manual,17.0,1197.0,80.0,5.0,3.65,Hyundai,i20
958,Kochi,Petrol,Manual,19.1,1197.0,82.0,5.0,4.85,Hyundai,xcent
960,Kolkata,Petrol,Manual,22.74,796.0,47.3,5.0,2.6,Maruti,alto
961,Kolkata,Petrol,Manual,18.2,1199.0,82.5,5.0,1.89,Chevrolet,sail
967,Jaipur,Petrol,Manual,19.81,1086.0,68.05,5.0,1.8,Hyundai,i10
968,Kolkata,Petrol,Manual,17.5,1298.0,85.8,5.0,1.4,Maruti,swift
971,Jaipur,Petrol,Manual,14.4,1599.0,94.0,5.0,1.2,Hyundai,accent
972,Coimbatore,Petrol,Manual,17.8,1198.0,86.7,5.0,4.94,Honda,amaze
973,Delhi,Petrol,Manual,18.9,998.0,67.1,5.0,1.25,Maruti,wagon
976,Pune,Petrol,Manual,17.0,1197.0,80.0,5.0,3.3,Hyundai,i20
978,Kolkata,Petrol,Manual,14.8,1799.0,130.2,5.0,2.0,Honda,civic
979,Pune,Petrol,Manual,20.51,998.0,67.04,5.0,3.1,Maruti,wagon
980,Kochi,Petrol,Manual,15.0,1598.0,103.6,5.0,5.09,Skoda,rapid
981,Pune,Petrol,Manual,15.4,1590.0,94.0,5.0,1.05,Maruti,baleno
983,Ahmedabad,Petrol,Manual,13.2,1495.0,94.0,5.0,2.5,Hyundai,accent
985,Chennai,Petrol,Manual,20.92,998.0,67.1,5.0,2.1,Maruti,alto
992,Mumbai,Petrol,Manual,20.4,1197.0,81.8,5.0,5.15,Maruti,swift
994,Chennai,Petrol,Manual,18.9,1061.0,67.0,5.0,1.65,Maruti,wagon
996,Pune,Petrol,Manual,0.0,1086.0,62.0,5.0,1.45,Hyundai,santro
999,Chennai,Petrol,Manual,16.95,1498.0,97.7,5.0,4.3,Nissan,sunny
1000,Hyderabad,Petrol,Manual,19.0,998.0,66.1,5.0,2.6,Maruti,a-star
1001,Hyderabad,Petrol,Manual,25.17,799.0,53.3,5.0,4.45,Renault,kwid
1003,Chennai,Petrol,Manual,18.9,1061.0,67.0,5.0,1.75,Maruti,wagon
1008,Kochi,Petrol,Manual,16.8,796.0,34.2,8.0,3.8,Maruti,omni
1014,Kolkata,Petrol,Manual,18.5,1197.0,80.0,5.0,2.25,Hyundai,i20
1019,Pune,Petrol,Manual,13.7,1368.0,88.8,5.0,1.85,Tata,manza
1022,Pune,Petrol,Manual,17.0,1497.0,118.0,5.0,3.5,Honda,city
1024,Coimbatore,Petrol,Manual,17.0,1497.0,118.0,5.0,6.33,Honda,city
1026,Kochi,Petrol,Manual,16.2,995.0,62.1,5.0,3.3,Chevrolet,spark
1036,Pune,Petrol,Manual,18.06,1198.0,75.0,5.0,2.3,Nissan,micra
1041,Coimbatore,Petrol,Manual,18.6,1197.0,85.8,5.0,4.57,Maruti,swift
1045,Coimbatore,Petrol,Manual,18.9,1197.0,82.0,5.0,5.88,Hyundai,grand
1047,Kolkata,Petrol,Manual,18.5,1197.0,80.0,5.0,4.6,Hyundai,i20
1049,Hyderabad,Petrol,Manual,17.0,1497.0,118.0,5.0,5.25,Honda,city
1054,Hyderabad,Petrol,Manual,14.4,1396.0,65.0,5.0,4.5,Tata,indigo
1058,Delhi,Petrol,Manual,18.9,998.0,67.1,5.0,3.7,Maruti,wagon
1059,Hyderabad,Petrol,Manual,0.0,1086.0,62.0,5.0,2.45,Hyundai,santro
1062,Delhi,Petrol,Manual,19.81,1086.0,68.05,5.0,2.2,Hyundai,i10
1064,Kolkata,Petrol,Manual,20.36,1197.0,78.9,5.0,1.92,Hyundai,i10
1067,Kolkata,Petrol,Manual,18.9,1197.0,82.0,5.0,3.2,Hyundai,grand
1075,Hyderabad,Petrol,Manual,19.7,796.0,46.3,5.0,1.7,Maruti,alto
1080,Mumbai,Petrol,Manual,17.57,1193.0,88.7,5.0,3.95,Tata,zest
1081,Bangalore,Petrol,Manual,17.0,1197.0,80.0,5.0,3.25,Hyundai,i20
1084,Ahmedabad,Petrol,Manual,17.0,1198.0,73.75,5.0,4.7,Volkswagen,ameo
1085,Kochi,Petrol,Manual,15.29,1591.0,121.3,5.0,8.77,Hyundai,creta
1086,Kochi,Petrol,Manual,20.36,1197.0,78.9,5.0,3.42,Hyundai,i10
1087,Kolkata,Petrol,Manual,18.6,1199.0,76.8,5.0,2.5,Chevrolet,beat
1089,Mumbai,Petrol,Manual,13.24,1598.0,102.5,5.0,5.25,Nissan,terrano
1095,Hyderabad,Petrol,Manual,21.1,814.0,55.2,5.0,3.65,Hyundai,eon
1098,Kolkata,Petrol,Manual,18.9,998.0,67.1,5.0,2.8,Maruti,wagon
1099,Chennai,Petrol,Manual,17.0,1197.0,80.0,5.0,4.0,Hyundai,i20
1100,Delhi,Petrol,Manual,17.4,1497.0,117.3,5.0,5.95,Honda,city
1105,Coimbatore,Petrol,Manual,18.9,998.0,67.1,5.0,2.69,Maruti,wagon
1107,Kolkata,Petrol,Manual,18.0,1198.0,86.7,5.0,2.75,Honda,amaze
1108,Mumbai,Petrol,Manual,24.7,796.0,47.3,5.0,2.8,Maruti,alto
1109,Mumbai,Petrol,Manual,17.01,1591.0,121.3,5.0,6.45,Hyundai,verna
1110,Coimbatore,Petrol,Manual,23.84,1199.0,84.0,5.0,5.88,Tata,tiago
1111,Pune,Petrol,Manual,18.6,1197.0,85.8,5.0,4.65,Maruti,swift
1112,Jaipur,Petrol,Manual,21.1,814.0,55.2,5.0,2.5,Hyundai,eon
1127,Coimbatore,Petrol,Manual,14.0,796.0,35.0,5.0,3.11,Maruti,omni
1136,Pune,Petrol,Manual,15.04,1598.0,103.6,5.0,3.9,Volkswagen,vento
1139,Delhi,Petrol,Manual,18.9,1197.0,81.86,5.0,5.0,Hyundai,grand
1144,Kochi,Petrol,Manual,12.3,1796.0,185.0,5.0,30.42,Mercedes-Benz,e-class
1149,Kochi,Petrol,Manual,19.5,1199.0,88.76,5.0,5.68,Honda,amaze
1152,Chennai,Petrol,Manual,18.9,998.0,67.1,5.0,3.0,Maruti,wagon
1153,Kolkata,Petrol,Manual,17.0,1086.0,84.68131027764248,5.0,0.99,Hyundai,santro
1155,Delhi,Petrol,Manual,16.1,1197.0,85.0,5.0,4.75,Maruti,swift
1156,Bangalore,Petrol,Manual,16.47,1198.0,74.0,5.0,5.35,Volkswagen,polo
1157,Hyderabad,Petrol,Manual,18.9,1197.0,81.86,5.0,5.98,Hyundai,grand
1159,Kochi,Petrol,Manual,18.9,1197.0,81.86,5.0,4.77,Hyundai,grand
1160,Delhi,Petrol,Manual,21.4,1197.0,83.1,5.0,5.45,Maruti,baleno
1163,Pune,Petrol,Manual,15.3,1193.0,65.3,5.0,1.25,Tata,indica
1165,Ahmedabad,Petrol,Manual,16.1,1298.0,88.2,5.0,2.71,Maruti,swift
1166,Kolkata,Petrol,Manual,19.1,1197.0,82.0,5.0,3.6,Hyundai,xcent
1167,Ahmedabad,Petrol,Manual,18.5,1197.0,80.0,5.0,3.0,Hyundai,i20
1170,Mumbai,Petrol,Manual,17.5,1298.0,85.8,5.0,2.95,Maruti,swift
1171,Mumbai,Petrol,Manual,15.04,1598.0,103.6,5.0,3.0,Volkswagen,vento
1174,Delhi,Petrol,Manual,13.5,1799.0,130.0,5.0,2.5,Honda,civic
1177,Jaipur,Petrol,Manual,19.81,1086.0,68.05,5.0,3.1,Hyundai,i10
1179,Jaipur,Petrol,Manual,18.6,1197.0,81.83,5.0,6.5,Hyundai,i20
1182,Chennai,Petrol,Manual,25.17,799.0,53.3,5.0,2.6,Renault,kwid
1183,Hyderabad,Petrol,Manual,19.0,998.0,66.1,5.0,2.45,Maruti,a-star
1185,Kolkata,Petrol,Manual,18.9,998.0,67.1,5.0,2.3,Maruti,wagon
1189,Chennai,Petrol,Manual,16.8,1497.0,116.3,5.0,6.0,Honda,city
1190,Kolkata,Petrol,Manual,16.0,1086.0,66.7,5.0,1.95,Hyundai,i10
1196,Pune,Petrol,Manual,22.74,796.0,47.3,5.0,2.1,Maruti,alto
1198,Hyderabad,Petrol,Manual,18.78,999.0,75.0,5.0,5.68,Volkswagen,polo
1199,Mumbai,Petrol,Manual,13.24,1598.0,102.5,5.0,5.55,Nissan,terrano
1201,Mumbai,Petrol,Manual,14.8,1799.0,130.2,5.0,3.35,Honda,civic
1202,Kolkata,Petrol,Manual,22.74,796.0,47.3,5.0,1.55,Maruti,alto
1205,Mumbai,Petrol,Manual,13.7,1997.0,153.86,5.0,11.51,Honda,cr-v
1208,Kolkata,Petrol,Manual,15.0,1368.0,90.0,5.0,1.35,Tata,manza
1212,Jaipur,Petrol,Manual,17.0,1497.0,118.0,5.0,3.8,Honda,city
1214,Mumbai,Petrol,Manual,18.7,1199.0,88.7,5.0,6.4,Honda,jazz
1215,Bangalore,Petrol,Manual,16.47,1198.0,73.9,5.0,3.95,Volkswagen,polo
1216,Delhi,Petrol,Manual,17.4,1497.0,117.3,5.0,3.57,Honda,city
1217,Mumbai,Petrol,Manual,17.7,1497.0,78.0,5.0,1.25,Honda,city
1224,Jaipur,Petrol,Manual,17.3,993.0,60.0,5.0,0.77,Maruti,zen
1225,Jaipur,Petrol,Manual,16.1,796.0,37.0,4.0,0.9,Maruti,800
1228,Chennai,Petrol,Manual,13.8,1299.0,70.0,5.0,1.1,Ford,ikon
1229,Pune,Petrol,Manual,18.6,1199.0,79.4,5.0,2.0,Chevrolet,beat
1234,Pune,Petrol,Manual,20.36,1197.0,78.9,5.0,2.1,Hyundai,i10
1236,Kolkata,Petrol,Manual,14.53,1798.0,138.0,5.0,6.3,Toyota,corolla
1249,Chennai,Petrol,Manual,16.1,1197.0,85.0,5.0,4.5,Maruti,swift
1250,Kochi,Petrol,Manual,20.36,1197.0,78.9,5.0,3.87,Hyundai,i10
1251,Delhi,Petrol,Manual,20.36,1197.0,78.9,5.0,2.75,Hyundai,i10
1252,Kochi,Petrol,Manual,21.4,1197.0,83.1,5.0,6.57,Maruti,baleno
1253,Jaipur,Petrol,Manual,16.36,1495.0,93.7,5.0,2.0,Hyundai,accent
1254,Ahmedabad,Petrol,Manual,19.4,1198.0,86.8,5.0,3.65,Honda,brio
